Morningstar Category,Medalist_1,Medalist_2,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Real Estate,Neutral,Silver,Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),Cohen & Steers Institutional Realty Shares (CSRIX),34.0,30.0,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,2.777215582500853
Real Estate,Neutral,Bronze,Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),Nuveen Real Estate Securities Select Fund A Class (TCREX),34.0,58.0,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,2.7235231789951295
Real Estate,Negative,Neutral,Invesco Real Estate Fund Class A (IARAX),Neuberger Real Estate Fund C Class (NRECX),94.0,90.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0196,-0.08,16.87,3.75,1.02,20 years,05/01/2002,622.63,57.0,Y,N,2.6229319965219084
Real Estate,Neutral,Bronze,Principal Real Estate Securities Fund Class C (PRCEX),Principal Real Estate Securities Fund Institutional Class (PIREX),78.0,45.0,0.0208,0.01,15.82,5.25,0.93,25 years,12/06/2000,6109.0,18.5,Y,N,0.0086,0.1,15.84,6.54,0.93,25 years,12/06/2000,6127.93,18.5,N,N,2.5057242500387837
Real Estate,Negative,Neutral,American Century Real Estate Fund C Class (ARYCX),American Century Real Estate Fund I Class (REAIX),75.0,39.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0095,0.1,15.47,6.62,0.93,17 years,09/21/1995,514.74,113.0,N,N,2.395534321791203
Real Estate,Negative,Neutral,American Century Real Estate Fund C Class (ARYCX),Nuveen Real Estate Securities Fund Class C (FRLCX),75.0,73.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,2.3175722010903357
Real Estate,Neutral,Bronze,American Century Real Estate Fund A Class (AREEX),Nuveen Real Estate Securities Fund Class A (FREAX),58.0,51.0,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,2.3064225480557896
Real Estate,Silver,Neutral,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),DWS RREEF Real Estate Securities Fund - Class C (RRRCX),61.0,84.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,2.3027593586500767
Real Estate,Neutral,Bronze,American Century Real Estate Fund I Class (REAIX),Nuveen Real Estate Securities Fund Class A (FREAX),39.0,51.0,0.0095,0.1,15.47,6.62,0.93,17 years,09/21/1995,514.74,113.0,N,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,2.2361228517281413
Real Estate,Negative,Neutral,PGIM Real Estate Income Fund- Class C (PRKCX),PGIM Real Estate Income Fund- Class Z (PRKZX),15.0,4.0,0.021,0.22,15.62,8.52,0.88,11 years,06/03/2015,56.87,112.0,Y,N,0.011,0.29,15.71,9.62,0.89,11 years,06/03/2015,56.87,112.0,N,N,2.232440157805155
Real Estate,Bronze,Neutral,Neuberger Real Estate Fund I Class (NBRIX),Neuberger Real Estate Fund C Class (NRECX),84.0,90.0,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,0.0196,-0.08,16.87,3.75,1.02,20 years,05/01/2002,622.63,57.0,Y,N,2.199315598080641
Real Estate,Neutral,Neutral,PGIM US Real Estate Fund- Class C (PJECX),PGIM US Real Estate Fund- Class Z (PJEZX),8.0,4.0,0.02,0.26,15.78,9.21,1.02,15 years,12/21/2010,219.74,118.0,Y,N,0.01,0.34,15.8,10.33,1.02,15 years,12/21/2010,219.74,118.0,N,N,2.134488265242216
Real Estate,Neutral,Neutral,Columbia Real Estate Equity Fund Class A (CREAX),Goldman Sachs Real Estate Securities Fund Class A (GREAX),27.0,31.0,0.0125,0.14,16.73,7.43,1.02,3 years,04/04/1994,130.03,41.0,Y,Y,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,2.074742631051389
Real Estate,Negative,Neutral,NAA Risk Managed Real Estate Fund C (GURCX),NAA Risk Managed Real Estate Fund Institutional (GURIX),74.0,44.0,0.0229,0.03,15.0,5.48,0.9,2 years,03/28/2014,179.97,69.0,Y,N,0.0127,0.1,15.03,6.56,0.9,2 years,03/28/2014,179.97,69.0,N,N,2.0656908907083444
Real Estate,Neutral,Negative,abrdn Real Estate Fund Institutional Class (AIGYX),Nomura Real Estate Securities Fund Class A (IRSAX),10.0,19.0,0.01,0.25,15.4,8.93,0.96,8 years,12/29/1998,33.29,45.0,N,N,0.012,0.19,15.12,7.97,0.96,3 years,02/25/1999,82.34,45.0,Y,Y,2.0454380979777538
Real Estate,Negative,Neutral,American Century Real Estate Fund C Class (ARYCX),American Century Real Estate Fund Investor Class (REACX),75.0,51.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,2.0179788054224175
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),52.0,27.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,2.0161386681767146
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),52.0,27.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,2.0161386681767146
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),52.0,27.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,2.0161386681767146
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),52.0,27.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,2.0161386681767146
Real Estate,Neutral,Neutral,BlackRock Real Estate Securities Fund Investor C Shares (BCREX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),72.0,35.0,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,1.963415628646067
Real Estate,Bronze,Silver,Cohen & Steers Realty Shares Fund Class A (CSJAX),Cohen & Steers Institutional Realty Shares (CSRIX),32.0,30.0,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,1.9076322559171555
Real Estate,Neutral,Bronze,American Century Real Estate Fund Investor Class (REACX),Nuveen Real Estate Securities Fund Class A (FREAX),51.0,51.0,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,1.8585673353593557
Real Estate,Neutral,Negative,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Goldman Sachs Real Estate Securities Fund Class C (GRECX),31.0,56.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0196,0.07,16.58,6.27,1.05,9 years,07/27/1998,52.41,39.0,Y,N,1.791975884747734
Real Estate,Bronze,Neutral,NYLI CBRE Real Estate Class A (CLARX),NYLI CBRE Real Estate Class C (CRCRX),88.0,94.0,0.0118,-0.05,17.03,4.11,1.02,6 years,12/31/1996,211.36,98.0,Y,Y,0.0192999999999999,-0.1,16.96,3.29,1.01,6 years,12/31/1996,211.36,98.0,Y,N,1.6829358034710251
Real Estate,Neutral,Neutral,PGIM US Real Estate Fund- Class C (PJECX),PGIM US Real Estate Fund- Class A (PJEAX),8.0,4.0,0.02,0.26,15.78,9.21,1.02,15 years,12/21/2010,219.74,118.0,Y,N,0.0125,0.32,15.8,10.05,1.02,15 years,12/21/2010,219.74,118.0,Y,N,1.6061602949395175
Real Estate,Negative,Neutral,PGIM Real Estate Income Fund- Class C (PRKCX),PGIM Real Estate Income Fund- Class A (PRKAX),15.0,7.0,0.021,0.22,15.62,8.52,0.88,11 years,06/03/2015,56.87,112.0,Y,N,0.0135,0.27,15.72,9.34,0.88,11 years,06/03/2015,56.87,112.0,Y,N,1.6017234575930304
Real Estate,Bronze,Silver,PIMCO RealEstateRealReturn Strategy Fund Class C (PETCX),PIMCO RealEstateRealReturn Strategy Fund Class A (PETAX),50.0,31.0,0.0664,0.08,17.76,6.42,1.1,6 years,10/30/2003,478.24,165.0,Y,N,0.0588999999999999,0.12,17.79,7.21,1.11,6 years,10/30/2003,478.24,165.0,Y,Y,1.546785904041617
Real Estate,Neutral,Neutral,BlackRock Real Estate Securities Fund Investor C Shares (BCREX),BlackRock Real Estate Securities Fund Investor A Shares (BAREX),72.0,50.0,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,0.01,0.08,16.63,6.43,1.0,9 years,09/28/2012,347.99,59.0,Y,N,1.5209547621157793
Real Estate,Negative,Neutral,American Century Real Estate Fund C Class (ARYCX),American Century Real Estate Fund A Class (AREEX),75.0,58.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,1.5036151088029481
Real Estate,Negative,Negative,Sterling Capital Real Estate Fund C (STMOX),Sterling Capital Real Estate Fund A (STMMX),71.0,48.0,0.0186,0.04,16.07,5.68,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.0111,0.09,16.08,6.49,0.95,14 years,05/30/1980,62.02,7.62,Y,N,1.5017749715572224
Real Estate,Negative,Negative,Rydex Real Estate Fund Class C (RYCRX),Rydex Real Estate Fund Class H (RYHRX),73.0,51.0,0.0237999999999999,0.03,17.59,5.58,1.07,22 years,02/20/2004,1.81,344.0,Y,N,0.0163999999999999,0.08,17.61,6.38,1.07,22 years,02/20/2004,1.81,344.0,N,Y,1.4981752443228247
Real Estate,Bronze,Neutral,Neuberger Real Estate Fund A Class (NREAX),Neuberger Real Estate Fund C Class (NRECX),85.0,90.0,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,0.0196,-0.08,16.87,3.75,1.02,20 years,05/01/2002,622.63,57.0,Y,N,1.4937441319953089
Real Estate,Neutral,Bronze,Nuveen Real Estate Securities Fund Class C (FRLCX),Nuveen Real Estate Securities Fund Class A (FREAX),73.0,51.0,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,1.4924654557684018
Real Estate,Negative,Negative,Invesco Real Estate Fund Class A (IARAX),Invesco Real Estate Fund Class C (IARCX),94.0,98.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0213,-0.15,16.32,2.6,1.0,20 years,05/01/1995,653.79,63.0,Y,N,1.4890893741009026
Real Estate,Negative,Negative,Rydex Real Estate Fund Class C (RYCRX),Rydex Real Estate Fund Class A (RYREX),73.0,52.0,0.0237999999999999,0.03,17.59,5.58,1.07,22 years,02/20/2004,1.81,344.0,Y,N,0.0165,0.08,17.6,6.37,1.07,22 years,02/20/2004,1.81,344.0,Y,N,1.4733991330569962
Real Estate,Bronze,Neutral,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),DWS RREEF Real Estate Securities Fund - Class C (RRRCX),72.0,84.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,1.470023051389495
Real Estate,Neutral,Bronze,Cohen & Steers Realty Shares Fund Class C (CSJCX),Cohen & Steers Realty Shares Fund Class A (CSJAX),56.0,32.0,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,1.350586263267307
Real Estate,Neutral,Bronze,Principal Real Estate Securities Fund Class A (PRRAX),Principal Real Estate Securities Fund Institutional Class (PIREX),57.0,45.0,0.0118999999999999,0.07,15.82,6.19,0.93,25 years,12/06/2000,6127.93,18.5,Y,Y,0.0086,0.1,15.84,6.54,0.93,25 years,12/06/2000,6127.93,18.5,N,N,0.7381858081239467
Technology,Neutral,Neutral,Fidelity Select Enterprise Technology Services Portfolio (FBSOX),Berkshire Focus Fund (BFOCX),96.0,5.0,0.0066,0.4,15.53,11.2,0.99,2 years,02/04/1998,1292.27,66.0,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,29.639668577414756
Technology,Neutral,Gold,Berkshire Focus Fund (BFOCX),Fidelity Select Tech Hardware Portfolio (FDCPX),5.0,44.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0069,1.86,14.3,31.68,0.94,2 years,07/29/1985,1459.3,36.0,N,Y,28.347750613201473
Technology,Bronze,Neutral,Fidelity Select Technology Portfolio (FSPTX),Berkshire Focus Fund (BFOCX),17.0,5.0,0.0062,1.65,20.38,38.7,1.38,4 years,07/14/1981,28168.9,48.0,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,28.243919625360412
Technology,Neutral,Neutral,Berkshire Focus Fund (BFOCX),Fidelity Select Software and IT Services Portfolio (FSCSX),5.0,81.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0062,0.78,19.61,20.26,1.3,1 year,07/29/1985,9413.9,71.0,N,Y,27.64402672245022
Technology,Bronze,Neutral,DWS Science and Technology Fund - Class Inst (KTCIX),Berkshire Focus Fund (BFOCX),15.0,5.0,0.0068,1.9,18.0,39.28,1.27,8 years,09/07/1948,2113.22,22.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,27.60837236227288
Technology,Neutral,Neutral,DWS Science and Technology Fund - Class A (KTCAX),Berkshire Focus Fund (BFOCX),15.0,5.0,0.0088,1.89,18.0,39.0,1.27,8 years,09/07/1948,2113.22,22.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,27.19616796522031
Technology,Neutral,Neutral,ICON Health and Information Technology Fund Institutional Class (ICTEX),Berkshire Focus Fund (BFOCX),87.0,5.0,0.0129,0.68,14.35,14.81,1.01,7 years,02/19/1997,77.54,17.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,27.02226564568333
Technology,Neutral,Neutral,Allspring Innovation Fund - Class A (WFSTX),Berkshire Focus Fund (BFOCX),86.0,5.0,0.0121999999999999,0.75,16.11,17.06,1.17,2 years,09/18/2000,372.08,35.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,26.177674595982737
Technology,Negative,Neutral,Black Oak Emerging Technology Fund (BOGSX),Berkshire Focus Fund (BFOCX),87.0,5.0,0.0106,0.57,18.08,15.33,1.02,20 years,12/29/2000,59.96,7.0,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,25.70105870108255
Technology,Neutral,Neutral,DWS Science and Technology Fund - Class C (KTCCX),Berkshire Focus Fund (BFOCX),21.0,5.0,0.0175,1.82,17.96,37.81,1.27,8 years,09/07/1948,2113.22,22.0,Y,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,25.34648163375941
Technology,Bronze,Neutral,DWS Digital Horizons Fund - Class Inst (COMZX),Berkshire Focus Fund (BFOCX),47.0,5.0,0.0095,1.54,16.82,30.91,1.11,8 years,01/18/1984,101.07,16.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,25.162263933591195
Technology,Negative,Neutral,Red Oak Technology Select Fund (ROGSX),Berkshire Focus Fund (BFOCX),45.0,5.0,0.0092,1.59,16.64,31.58,1.02,7 years,12/31/1998,741.16,4.0,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,24.95629546958116
Technology,Neutral,Neutral,Hennessy Technology Fund Institutional Class (HTCIX),Berkshire Focus Fund (BFOCX),74.0,5.0,0.0098,0.98,18.2,22.84,1.03,9 years,02/01/2002,8.16,84.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,24.792034197577358
Technology,Bronze,Neutral,DWS Digital Horizons Fund - Class A (COMAX),Berkshire Focus Fund (BFOCX),49.0,5.0,0.0125,1.52,16.8,30.54,1.11,8 years,01/18/1984,101.07,16.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,24.53165671196148
Technology,Neutral,Neutral,Hennessy Technology Fund Investor Class (HTECX),Berkshire Focus Fund (BFOCX),75.0,5.0,0.0123,0.96,18.23,22.55,1.03,9 years,02/01/2002,8.16,84.0,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,24.34075227795691
Technology,Bronze,Neutral,Janus Henderson Global Technology and Innovation Fund Class I (JATIX),Berkshire Focus Fund (BFOCX),23.0,5.0,0.0075,1.69,18.88,36.96,1.32,10 years,12/31/1998,8686.11,49.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,23.979480927175047
Technology,Neutral,Neutral,Columbia Global Technology Growth Fund Class A (CTCAX),Berkshire Focus Fund (BFOCX),24.0,5.0,0.0116999999999999,1.7,18.77,36.89,0.98,13 years,11/09/2000,4511.34,6.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,23.88210208167866
Technology,Neutral,Gold,Berkshire Focus Fund (BFOCX),Fidelity Select Semiconductors Portfolio (FSELX),5.0,1.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0062,1.65,29.72,54.01,1.78,6 years,07/29/1985,28694.41,68.0,N,Y,23.7034404465816
Technology,Neutral,Neutral,T. Rowe Price Science and Technology Fund (PRSCX),Berkshire Focus Fund (BFOCX),16.0,5.0,0.0079,1.58,21.47,38.97,1.42,2 years,09/30/1987,12253.09,217.3,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,23.66975129919934
Technology,Neutral,Neutral,Janus Henderson Global Technology and Innovation Fund Class T (JAGTX),Berkshire Focus Fund (BFOCX),24.0,5.0,0.0091,1.68,18.88,36.76,1.32,10 years,12/31/1998,8686.11,49.0,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,23.642105119280856
Technology,Neutral,Bronze,Berkshire Focus Fund (BFOCX),Columbia Seligman Technology and Information Fund Class A (SLMCX),5.0,29.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0116,1.48,20.86,35.94,1.39,36 years,06/23/1983,18393.91,33.0,Y,Y,23.417246523115615
Technology,Bronze,Neutral,MFS Technology Fund Class I (MTCIX),Berkshire Focus Fund (BFOCX),32.0,5.0,0.0086,1.63,18.34,34.92,1.32,4 years,01/02/1997,2193.3,50.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,23.36436005420203
Technology,Bronze,Neutral,T. Rowe Price Global Technology Fund (PRGTX),Berkshire Focus Fund (BFOCX),19.0,5.0,0.0092,1.63,20.38,38.24,1.38,3 years,09/29/2000,5662.12,31.4,N,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,22.99060229449306
Technology,Bronze,Neutral,MFS Technology Fund Class A (MTCAX),Berkshire Focus Fund (BFOCX),33.0,5.0,0.0111,1.61,18.33,34.59,1.32,4 years,01/02/1997,2193.3,50.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,22.831339644252683
Technology,Neutral,Negative,Berkshire Focus Fund (BFOCX),Eventide Exponential Technologies Fund Class I Share (ETIEX),5.0,89.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0135,0.4,21.75,13.8,,1 year,06/30/2020,90.91,126.0,N,N,22.328943461791695
Technology,Neutral,Neutral,Virtus Zevenbergen Technology Fund Institutional Class (DRGTX),Berkshire Focus Fund (BFOCX),11.0,5.0,0.0116,1.67,21.59,41.12,1.12,3 years,12/27/1995,1663.33,2.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,22.29239127894106
Technology,Negative,Neutral,Invesco Technology Fund Class A (ITYAX),Berkshire Focus Fund (BFOCX),40.0,5.0,0.0102,1.35,20.85,33.25,1.45,3 years,01/19/1984,2094.03,134.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,22.078228531983203
Technology,Neutral,Neutral,PGIM Jennison Technology Fund Class Z (PGKZX),Berkshire Focus Fund (BFOCX),17.0,5.0,0.0085,1.54,21.86,38.62,1.47,8 years,06/19/2018,39.95,55.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,22.036076400248007
Technology,Neutral,Gold,Firsthand Technology Opportunities Fund (TEFQX),Fidelity Select Semiconductors Portfolio (FSELX),100.0,1.0,0.0185,-0.04,28.48,3.91,1.47,26 years,09/30/1999,49.16,14.0,N,Y,0.0062,1.65,29.72,54.01,1.78,6 years,07/29/1985,28694.41,68.0,N,Y,22.01392019453954
Technology,Neutral,Negative,Berkshire Focus Fund (BFOCX),Eventide Exponential Technologies Fund Class N Share (ETNEX),5.0,91.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0155,0.39,21.73,13.55,,1 year,06/30/2020,90.91,126.0,N,Y,21.967645682129238
Technology,Negative,Gold,Black Oak Emerging Technology Fund (BOGSX),Fidelity Select Semiconductors Portfolio (FSELX),87.0,1.0,0.0106,0.57,18.08,15.33,1.02,20 years,12/29/2000,59.96,7.0,N,Y,0.0062,1.65,29.72,54.01,1.78,6 years,07/29/1985,28694.41,68.0,N,Y,21.911629167553457
Technology,Gold,Neutral,BlackRock Technology Opportunities Fund Institutional Shares (BGSIX),Berkshire Focus Fund (BFOCX),34.0,5.0,0.0092,1.43,20.39,34.26,1.43,13 years,05/15/2000,6759.72,52.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,21.90733899198261
Technology,Neutral,Negative,Berkshire Focus Fund (BFOCX),Eventide Exponential Technologies Fund Class A Share (ETAEX),5.0,92.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.016,0.39,21.76,13.5,,1 year,06/30/2020,90.91,126.0,Y,N,21.860021498223208
Technology,Neutral,Neutral,Berkshire Focus Fund (BFOCX),Columbia Seligman Technology and Information Fund Class C (SCICX),5.0,32.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0191,1.43,20.85,34.94,1.39,36 years,06/23/1983,18393.91,33.0,Y,N,21.838107221837788
Technology,Neutral,Gold,ICON Health and Information Technology Fund Institutional Class (ICTEX),Fidelity Select Semiconductors Portfolio (FSELX),87.0,1.0,0.0129,0.68,14.35,14.81,1.01,7 years,02/19/1997,77.54,17.0,N,N,0.0062,1.65,29.72,54.01,1.78,6 years,07/29/1985,28694.41,68.0,N,Y,21.734075928359402
Technology,Negative,Neutral,Victory Science & Technology Fund (USSCX),Berkshire Focus Fund (BFOCX),57.0,5.0,0.0096,1.15,19.46,27.42,1.48,8 years,08/01/1997,1377.98,31.0,N,N,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,21.72472392626447
Technology,Neutral,Neutral,Virtus Zevenbergen Technology Fund Class A (RAGTX),Berkshire Focus Fund (BFOCX),13.0,5.0,0.0143,1.65,21.58,40.74,1.12,3 years,12/27/1995,1663.33,2.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,21.723097516723612
Technology,Negative,Neutral,Putnam Global Technology Fund Class A (PGTAX),Berkshire Focus Fund (BFOCX),37.0,5.0,0.0104,1.45,19.94,33.9,1.4,13 years,12/18/2008,1497.94,66.0,Y,Y,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,21.717031158398726
Technology,Neutral,Bronze,Jacob Internet Investor Class (JAMFX),Fidelity Select Technology Portfolio (FSPTX),83.0,17.0,0.0237999999999999,0.49,30.2,19.96,1.86,26 years,12/13/1999,53.12,58.0,N,Y,0.0062,1.65,20.38,38.7,1.38,4 years,07/14/1981,28168.9,48.0,N,Y,21.63716573120863
Technology,Neutral,Negative,Berkshire Focus Fund (BFOCX),Nomura Science and Technology Fund Class A (WSTAX),5.0,30.0,0.0196,1.22,33.16,45.43,2.26,29 years,07/01/1997,301.84,2481.8,N,Y,0.0116999999999999,1.52,19.89,35.21,1.47,9 years,07/31/1997,6575.27,45.0,Y,Y,21.615966573264124
Technology,Bronze,Neutral,Fidelity Select Technology Portfolio (FSPTX),Firsthand Technology Opportunities Fund (TEFQX),17.0,100.0,0.0062,1.65,20.38,38.7,1.38,4 years,07/14/1981,28168.9,48.0,N,Y,0.0185,-0.04,28.48,3.91,1.47,26 years,09/30/1999,49.16,14.0,N,Y,21.60463422214408
